Depth;Age;Pinus;Picea;Betula;Alnus;Juniperus;Acer;Ulmus;Quercus;Empetrum Nigrum;Vaccinium;Salix;Ericaceae;Corylus;Fraxinus;Tilia;Calluna;Poaceae;Moneses;Thalictrum;Viola Polustris;Philipendula;Artemisia;Urtica;Humulus;Asteraceae;Chenopodiaceae;Rumex Acetosa;Apiaceae;Trifolium;Plantago major media;Rosaceae;Ranunculus acris;Brasicaceae;Gallium;Saxifraga;Epilobium;Cyperaceae;Lycopodium annotinum;Sphagnum;Driopteris;Typha;Potamogen;Nymphar;Isoetes;Charcoal;Fungi hyphae;Pinus + Fungi;FeS2;Ustilagum;Meliola;Glomus;Helicoon Ellipticum;Neurospora;Cercophora;Selaginella;plantago lanceolate;Gelasinospora;drosera rotundifolia;Pinus 1/2;Picea 1/2;Betula Coroded;POLLEN SUM;Sediment accrate;Lycopodium count;Lycopodium tab added;Lycopodium per tablet;Lyc batch No.;Sample vol., ml;Sample thickness, cm
6.5;570;56.57370518;18.92430279;21.51394422;0.796812749;0.398406375;0;0;0;0;0;0;0.597609562;0.199203187;0;0;0;0.597609562;0;0;0;0;0.199203187;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;1.37524558;0;0;0;0;0;16.05351171;25.51928783;0;0;0;0;0;0;0;0;0;0;0;0;24.62462462;9.712230216;0.198807157;;;;;;;;
7;621.5;52.64187867;15.26418787;27.39726027;0.978473581;0.782778865;0;0;0;0;0;0.195694716;0.782778865;0;0;0;0;0.978473581;0;0;0;0;0.391389432;0;0;0;0;0;0;0;0;0.391389432;0;0;0;0;0;0.195694716;0;1.730769231;0.1953125;0;0;0;0;16.09195402;26.15606936;0;0;0;0;0;0;0;0;0;0;0;0;27.5177305;9.236234458;0;;;;;;;;
7.5;671;57.42574257;17.62376238;23.36633663;0.594059406;0;0;0;0;0;0;0;0.792079208;0;0;0;0;0;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.590551181;0;0;0;0;0;15.83333333;24.5142003;0;0;0;0;0;0;0;0;0;0;0;0;30.72702332;9.660107335;0;;;;;;;;
8;719;53.57142857;17.46031746;24.00793651;2.182539683;0.396825397;0;0;0;0;0;0;1.19047619;0;0;0;0;0.793650794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;1.176470588;0;0;0;0;0;9.352517986;23.52048558;0;0;0;0;0;0;0;0;0;0;0;0;30.19390582;8.695652174;0;;;;;;;;
8.5;766.5;56.03960396;17.82178218;22.97029703;1.188118812;0.198019802;0;0;0;0;0;0;1.188118812;0;0;0;0;0.198019802;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0.785854617;0;0;0;0;0;17.34860884;26.16959064;0;0;0;0;0;0;0;0;0;0;0;0;31.29251701;9.33572711;0;;;;;;;;
9;814;61.30952381;14.68253968;21.42857143;0.793650794;0.396825397;0;0;0;0;0;0;0.793650794;0;0;0;0;0.396825397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0;0;0.198019802;0.395256917;0;0;0;0;24.7761194;26.63755459;0;0;0;0;0;0;0;0;0;0;0;0;33.68421053;8.02919708;0.198019802;;;;;;;;
9.5;860;57.93650794;14.28571429;25.3968254;0.595238095;0;0;0;0;0;0;0;1.19047619;0;0;0;0;0.198412698;0;0;0.198412698;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.176470588;0.395256917;0;0;0;0;15.71906355;26.2079063;0;0;0;0;0;0;0;0;0;0;0;0;33.68421053;7.352941176;0;;;;;;;;
10;906;56.54761905;14.48412698;26.58730159;0.992063492;0.396825397;0;0;0;0;0;0;0.595238095;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0.787401575;0;0;0;0;0;14.13969336;25.99118943;0;0;0;0;0;0;0;0;0;0;0;0;29.60893855;7.692307692;0;;;;;;;;
10.5;953;57.68463074;14.97005988;25.1497006;0.798403194;0;0;0;0;0;0;0;0.598802395;0;0;0;0;0.598802395;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.988142292;0;0;0;0;0;15.65656566;26.43171806;0;0;0;0;0;0;0;0;0;0;0;0;33.81770145;8.073394495;0;;;;;;;;
11;1002.5;54.8;17.8;25;0.8;0;0;0;0;0;0;0.2;1;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.185770751;0.398406375;0;0;0;0;13.19444444;25.1497006;0;0.199600798;0;0;0;0;0;0;0;0;0;0;29.7752809;8.759124088;0;;;;;;;;
11.5;1051;60;15.24752475;22.77227723;0.396039604;0;0;0;0;0;0;0.198019802;0.99009901;0;0;0;0;0.396039604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.559454191;0.197628458;0;0;0;0;15.41038526;25.73529412;0;0;0;0;0;0;0;0;0;0;0;0;30.72702332;8.34845735;0;;;;;;;;
12;1096;58.3011583;13.51351351;26.64092664;0.965250965;0.193050193;0;0;0;0;0;0.193050193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.193050193;0;0.766283525;0;0;0;0;0;12.35194585;23.71134021;0;0;0;0;0;0;0;0;0;0;0;0;27.8551532;7.168458781;0;;;;;;;;
12.5;1139.5;62.13592233;12.81553398;23.10679612;0.194174757;0.388349515;0;0;0;0;0;0;0.388349515;0;0;0;0;0.194174757;0;0;0;0;0.194174757;0;0;0;0;0;0;0;0;0;0.194174757;0;0;0.194174757;0;0.194174757;0;0.579150579;0;0;0;0;0;15.01650165;25.57803468;0;0;0;0;0;0;0;0;0.386847195;0;0;0;26.95035461;5.504587156;0;;;;;;;;
13;1183;58.85826772;10.62992126;26.37795276;1.57480315;0.590551181;0;0;0;0;0;0;0.590551181;0;0;0;0;0.590551181;0;0;0.196850394;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0.196850394;0;0.196850394;0;0.392156863;0.196463654;0;0;0;0;14.18918919;26.26995646;0;0;0;0;0;0;0;0;0;0;0;0;30.79019074;4.511278195;0;;;;;;;;
13.5;1233.5;59.96055227;12.62327416;25.64102564;0.591715976;0.394477318;0;0;0;0;0;0;0.591715976;0;0;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.782778865;0;0;0;0;0;13.92190153;25.22123894;0;0;0;0;0;0;0;0;0;0;0;0;30.4526749;5.23364486;0;;;;;;;;
14;1281.5;60.15779093;10.65088757;26.23274162;0.986193294;0.197238659;0;0;0.197238659;0;0;0.394477318;0.591715976;0;0;0;0;0.394477318;0;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0.392927308;0.392927308;0;0;0;0;0;16.8852459;24.88888889;0;0;0;0;0;0;0;0;0;0;0;0;30.64295486;4.519774011;0.196850394;;;;;;;;
14.5;1331.5;64.1025641;11.24260355;23.66863905;0;0;0;0;0;0;0;0;0.591715976;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;1.169590643;0;0;0;0;0;13.6286201;25.22123894;0;0;0;0;0;0;0;0;0;0;0;0;32.12851406;4.87804878;0;;;;;;;;
15;1376;64.88095238;13.0952381;20.83333333;0.396825397;0.198412698;0;0;0;0;0;0;0.198412698;0;0;0;0;0.396825397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.395256917;0.198019802;0;0;0;0;15.15151515;24.32432432;0;0.198019802;0;0;0;0;0;0;0;0;0;0;30.38674033;6.319702602;0;;;;;;;;
15.5;1419.5;60.15936255;12.15139442;25.89641434;0;0.199203187;0;0;0;0;0;0;0.796812749;0;0;0;0;0.796812749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;1.761252446;0.198807157;0;0;0;0;17.8396072;25.62962963;0;0;0;0;0;0;0;0;0.198807157;0;0;0;28.49002849;5.283018868;0;;;;;;;;
16;1467;62.62425447;11.53081511;25.64612326;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.592885375;0;0;0;0;0;16.99669967;26.4619883;0;0;0;0;0;0;0;0;0;0;0;0;29.84658298;4.914933837;0;;;;;;;;
16.5;1512.5;64.87025948;10.77844311;22.15568862;0.798403194;0;0;0;0;0;0;0;0.998003992;0;0;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0;0.988142292;0.199203187;0;0;0;0;16.08040201;26.43171806;0;0;0;0;0;0;0;0;0;0;0;0;31.83673469;4.571428571;0;;;;;;;;
17;1562;58.92857143;12.5;27.18253968;0.396825397;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0.198412698;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0.198412698;0;0.395256917;0;0;0;0;0;16.69421488;26.95652174;0;0;0;0;0;0;0;0;0;0;0.198019802;0;30.5785124;5.263157895;0;;;;;;;;
17.5;1611;56.4612326;14.31411531;27.23658052;0.397614314;0.198807157;0;0;0;0;0;0;0.795228628;0;0;0;0;0;0;0;0.198807157;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0.198412698;0.788954635;0;0;0;0;0;17.94453507;26.56934307;0;0;0;0;0;0;0;0;0;0;0;0;28.44950213;5.628517824;0;;;;;;;;
18;1659;63.83399209;7.707509881;25.09881423;1.185770751;0.592885375;0;0;0;0;0;0;0.790513834;0;0;0;0;0.592885375;0;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.978473581;0;0;0;0;0;18.64951768;26.98412698;0;0;0;0;0;0;0;0;0;0;0;0;32.71276596;3.0651341;0;;;;;;;;
18.5;1703;62.74900398;13.94422311;22.50996016;0.199203187;0;0;0;0;0;0;0;0.398406375;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;0;0;0;0;20.06369427;26.71532847;0;0;0;0;0;0;0;0;0.198807157;0;0;0;30.85399449;4.924242424;0;;;;;;;;
19;1751;58.57988166;12.4260355;26.03550296;1.380670611;0.197238659;0;0;0.197238659;0;0;0;0.394477318;0;0;0;0;0.197238659;0;0;0;0.197238659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.394477318;0;0.588235294;0;0;0;0;0;19.13875598;25.55066079;0;0;0;0;0;0;0;0;0;0;0;0;30.64295486;5.936920223;0;;;;;;;;
19.5;1799;57.14285714;9.325396825;32.14285714;0.992063492;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0.395256917;0.198019802;0;0;0;0;19.1011236;24.88822653;0;0;0;0;0;0;0;0;0;0;0;0;31.14754098;4.182509506;0;;;;;;;;
20;1842.5;62.94820717;9.760956175;26.09561753;0.199203187;0;0;0;0;0;0;0.199203187;0.398406375;0;0;0;0;0;0;0;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;0.986193294;0.396825397;0;0;0;0;19.42215088;26.71532847;0;0;0;0;0;0;0;0;0;0;0;0;37.56218905;3.831417625;0;;;;;;;;
20.5;1890;65.20874751;11.72962227;21.47117296;0.397614314;0.198807157;0;0;0;0;0;0;0.397614314;0;0;0;0;0.397614314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0;0.592885375;0;0;0;0;0;19.77671451;26.4619883;0;0;0;0;0;0;0;0;0;0;0;0;36.56998739;4.554079696;0;;;;;;;;
21;1938;59.28143713;14.17165669;23.35329341;1.19760479;0.199600798;0;0;0.199600798;0;0;0;0.598802395;0;0;0;0;0.598802395;0;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0.199600798;0.199203187;0.792079208;0.397614314;0;0;0;0;22.08398134;26.75438596;0;0;0;0;0;0;0;0;0;0;0;0;34.33813893;5.649717514;0;;;;;;;;
21.5;1986.5;61.06719368;13.24110672;22.92490119;1.383399209;0.790513834;0;0;0;0;0;0;0.197628458;0;0;0;0;0.197628458;0;0;0.197628458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197238659;0;0;0;0;0;17.85714286;26.23906706;0;0;0;0;0;0;0;0;0;0;0;0;31.25;5.243445693;0;;;;;;;;
22;2034;59.64566929;13.38582677;22.63779528;2.362204724;0.590551181;0;0;0;0;0;0;0.787401575;0.196850394;0;0;0;0.196850394;0;0;0;0;0;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78125;0;0;0;0;0;16.99346405;26.58959538;0;0;0;0;0;0;0;0;0;0;0;0;27.63532764;4.868913858;0;;;;;;;;
22.5;2077.5;60.3960396;12.67326733;25.14851485;0.792079208;0;0;0;0;0;0;0;0.396039604;0;0;0;0;0;0;0;0;0;0;0;0;0.198019802;0.198019802;0;0;0;0;0;0;0;0;0;0;0.198019802;0;1.3671875;0;0;0;0;0;17.48366013;26.49199418;0;0;0;0;0;0;0;0;0;0;0;0;31.47896879;5.607476636;0;;;;;;;;
23;2125;54.89021956;14.37125749;28.54291417;0.798403194;0.199600798;0;0;0;0;0;0;0.399201597;0;0;0;0;0.199600798;0;0;0;0;0.399201597;0;0;0;0;0;0;0;0;0;0;0;0;0.199600798;0;0;0.397614314;0.792079208;0;0;0;0;0;15.79831933;26.10619469;0;0;0;0;0;0;0;0;0;0;0;0;30.12552301;6.355140187;0;;;;;;;;
23.5;2171;54.96031746;13.88888889;28.37301587;0.595238095;0.595238095;0;0;0;0.198412698;0;0;0.595238095;0;0.198412698;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0.198412698;0;1.945525292;0;0;0;0;0;16.55629139;26.42335766;0;0;0;0;0;0;0;0;0;0;0;0;31.14754098;5.970149254;0;;;;;;;;
24;2217.5;57.7689243;12.35059761;27.88844622;0.597609562;0;0;0;0;0;0;0.398406375;0.199203187;0;0;0;0;0.398406375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398406375;0.198807157;0.198807157;0;0;0;0;0;17.8396072;26.71532847;0;0;0;0;0;0;0;0;0;0;0;0;31.79347826;5.639097744;0;;;;;;;;
24.5;2265;57.08661417;10.43307087;31.1023622;0.393700787;0;0;0;0;0;0;0;0.590551181;0;0;0;0;0.196850394;0;0;0;0;0.196850394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78125;0.196463654;0;0;0;0;15.33333333;26.1627907;0;0;0;0;0;0;0;0;0;0;0;0;32.62599469;4.511278195;0;;;;;;;;
25;2311;56.2745098;14.90196078;26.8627451;1.176470588;0;0;0;0;0;0;0;0.392156863;0;0;0;0;0.196078431;0;0;0;0;0;0;0;0;0.196078431;0;0;0;0;0;0;0;0;0;0;0;0;0.970873786;0.195694716;0;0;0;0;15.84158416;26.19392185;0;0;0;0;0;0;0;0;0;0;0;0;30.51771117;6.593406593;0;;;;;;;;
25.5;2356;55.84158416;11.68316832;30.4950495;0.594059406;0.198019802;0;0;0;0;0;0;0.99009901;0;0;0;0;0.198019802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.197628458;0.980392157;0.197628458;0;0;0;0;17.34860884;26.49199418;0;0;0;0;0;0;0;0;0;0;0;0;28.57142857;5.253283302;0;;;;;;;;
26;2402;66.40159046;10.33797217;21.66998012;0.795228628;0.198807157;0;0;0;0;0;0;0.198807157;0;0;0;0;0.198807157;0;0;0.198807157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.984251969;0.198412698;0;0;0;0;15.31986532;25.92047128;0;0;0;0;0;0;0;0;0;0;0;0;34.92884864;5.981308411;0;;;;;;;;
26.5;2447.5;59.6;12.2;25.4;1;0;0;0;0;0;0;0.2;0.4;0.2;0;0;0;0.4;0;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.380670611;0.398406375;0;0;0;0;20.12779553;26.79355783;0;0;0;0;0;0;0;0;0;0;0;0;33.68700265;6.367041199;0;;;;;;;;
27;2504;57.17131474;10.75697211;29.48207171;1.394422311;0;0;0;0;0;0;0;0.597609562;0;0;0;0;0.398406375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0;0.986193294;0.198807157;0;0;0;0;14.62585034;26.82215743;0;0;0;0;0;0;0;0;0;0;0;0;30.27777778;5.283018868;0;;;;;;;;
27.5;2576.5;60.67864271;11.37724551;26.94610778;0.798403194;0;0;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.377952756;0;0;0;0;0;18.27079935;26.96793003;0;0;0;0;0;0;0;0;0;0;0;0;31.46374829;5.649717514;0;;;;;;;;
28;2627;57.05765408;12.32604374;28.62823062;1.789264414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198807157;0;1.56555773;0.198412698;0;0;0;0;16.44518272;26.78311499;0;0;0;0;0;0;0;0;0;0;0;0;31.19015048;6.331471136;0;;;;;;;;
28.5;2660;57.37051793;11.35458167;29.08366534;0.996015936;0.199203187;0;0;0;0;0;0.199203187;0;0;0;0;0;0.597609562;0;0;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;0;0;0;0;15.77181208;26.71532847;0;0;0;0;0;0;0;0;0;0;0;0;33.42175066;5.639097744;0;;;;;;;;
29;2686;56.34920635;12.1031746;27.38095238;1.19047619;0.396825397;0;0;0;0;0;0;0.793650794;0;0;0;0;0.595238095;0;0;0.396825397;0;0.198412698;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0.198412698;0;0.198412698;0;0.591715976;0;0;0;0;0;16.96869852;25.99118943;0;0;0;0;0;0;0;0;0;0;0;0;28.81355932;5.263157895;0;;;;;;;;
29.5;2711;55.77689243;11.95219124;29.88047809;0.996015936;0.199203187;0;0;0;0;0;0;0.996015936;0.199203187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;0;0;0;0;14.33447099;26.28487518;0;0;0;0;0;0;0;0;0;0;0;0;31.60762943;5.992509363;0;;;;;;;;
30;2738;55.55555556;12.6984127;29.96031746;0.793650794;0.198412698;0;0;0;0;0;0;0.198412698;0;0;0;0;0.396825397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0;0;0;1.176470588;0;0;0;0;0;12.80276817;25.33333333;0;0;0;0;0;0;0;0;0;0;0;0;33.15649867;5.617977528;0;;;;;;;;
30.5;2764;54.09181637;12.5748503;31.13772455;1.596806387;0.399201597;0;0;0;0;0;0.199600798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199203187;0.988142292;0;0;0;0;0;17.59868421;26.64714495;0;0;0;0;0;0;0;0;0;0;0.199203187;0;31.27572016;6.355140187;0;;;;;;;;
31;2792;54.47619048;14.0952381;29.14285714;0.761904762;0.19047619;0;0;0;0;0;0.19047619;0.380952381;0;0;0;0;0.571428571;0;0;0.19047619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.190114068;0.379506641;0.190114068;0;0;0;0;17.32283465;25.53191489;0;0;0;0;0;0;0;0;0;0;0;0;30.09320905;6.082289803;0;;;;;;;;
31.5;2819;52.81553398;13.98058252;30.29126214;1.941747573;0;0;0;0;0;0;0;0.582524272;0;0;0;0;0.388349515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.386847195;0.386847195;0;0;0;0;15.15650741;26.32331903;0;0;0;0;0;0;0;0;0;0;0;0;32.50327654;5.850091408;0;;;;;;;;
32;2844.5;53.17460317;16.07142857;29.16666667;1.19047619;0;0;0;0;0;0;0;0.198412698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.198412698;0.198019802;0.395256917;0;0;0;0;0;16.83168317;26.74418605;0;0;0;0;0;0;0;0;0;0;0.198019802;0;31.52173913;6.666666667;0;;;;;;;;
32.5;2869;58.28460039;15.20467836;24.17153996;0.584795322;0.194931774;0;0;0;0;0;0;0.389863548;0;0.194931774;0;0;0.389863548;0;0;0.194931774;0;0.194931774;0;0;0.194931774;0;0;0;0;0;0;0;0;0;0;0;0;0;1.156069364;0;0;0;0;0;12.75510204;25.43604651;0;0.194552529;0;0;0;0;0;0;0;0;0;0;28.25174825;6.215722121;0;;;;;;;;
33;2894.5;59.85267035;12.3388582;25.41436464;1.104972376;0.184162063;0;0;0;0;0;0;0.552486188;0;0;0;0;0.184162063;0;0;0;0;0;0;0;0;0.184162063;0;0;0;0;0;0;0;0;0;0;0.184162063;0;0.366972477;0;0;0;0;0;11.12929624;25.30949106;0;0;0;0;0.183823529;0;0;0;0;0;0;0;30.4737516;5.565217391;0;;;;;;;;
33.5;2918.5;61.70634921;11.30952381;24.00793651;1.19047619;0;0;0;0;0;0;0;0.396825397;0;0;0;0;0.396825397;0;0;0;0;0;0;0;0.396825397;0;0;0;0;0;0;0;0;0;0;0;0.595238095;0.395256917;1.5625;0.198019802;0;0;0;0;11.88811189;24.21052632;0;0;0;0;0;0;0;0;0;0;0;0;30.38674033;5.263157895;0;;;;;;;;
34;2945;59.92063492;11.11111111;25.79365079;0.992063492;0.396825397;0;0;0;0;0;0;0.793650794;0;0;0;0;0.595238095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.396825397;0;0.982318271;0;0;0;0;0;12.19512195;24.88822653;0;0;0;0;0;0;0;0;0;0;0;0;32.62032086;5.263157895;0;;;;;;;;
